sex,internetdailyhour,transport,vehicletype,monthlygrocerybill,frequencyoftravelingbyair,vehiclemonthlydistancekm,wastebagweeklycount,timespentonpc,carbonemission
female,20,walk/bicycle,,296,rarely,12,2,19,1216
female,9,walk/bicycle,,289,never,9,7,6,1651
female,22,private,electric,79,rarely,6736,4,16,1347
female,1,public,,101,rarely,655,7,2,1419
female,13,private,petrol,273,frequently,9333,5,21,4807
female,15,public,,265,frequently,821,5,7,2141
female,13,public,,271,very frequently,977,4,14,2414
male,20,walk/bicycle,,82,rarely,56,3,16,1266
male,17,private,hybrid,197,never,9549,5,8,3136
female,10,private,petrol,192,rarely,3443,1,23,2887
male,11,walk/bicycle,,255,frequently,3,3,15,1826
female,3,walk/bicycle,,174,frequently,79,7,22,1274
female,17,walk/bicycle,,84,very frequently,90,6,24,2193
male,1,private,diesel,235,never,2074,2,18,1438
male,9,walk/bicycle,,242,rarely,91,7,19,1724
male,14,public,,259,never,1529,3,8,630
female,22,walk/bicycle,,297,rarely,52,2,15,1626
female,8,walk/bicycle,,77,never,78,4,14,1529
female,12,private,lpg,204,rarely,4936,6,11,3664
female,15,public,,282,frequently,1217,4,14,2059
female,6,walk/bicycle,,218,very frequently,68,2,9,2476
female,13,walk/bicycle,,223,rarely,98,3,5,1538
male,14,private,petrol,225,frequently,7258,7,7,5146
male,0,private,lpg,230,rarely,20,5,7,1249
male,12,public,,221,rarely,1704,6,13,1614
female,15,walk/bicycle,,215,very frequently,50,1,8,2263
male,23,private,petrol,87,rarely,2300,3,9,2709
female,9,walk/bicycle,,138,never,37,3,11,1441
male,0,private,petrol,240,frequently,7961,5,9,5194
male,10,private,electric,201,never,209,4,13,1700
male,17,public,,68,very frequently,1683,7,11,2901
male,11,walk/bicycle,,252,never,64,6,8,971
male,18,public,,291,never,1179,4,8,2243
female,24,private,petrol,232,rarely,7917,7,9,4383
male,14,private,petrol,249,very frequently,6387,5,17,7295
female,14,walk/bicycle,,56,rarely,12,1,20,1195
female,15,public,,291,very frequently,1800,5,0,2165
female,5,private,electric,104,very frequently,7088,4,1,2307
female,24,private,diesel,185,very frequently,4990,6,9,4304
female,22,walk/bicycle,,287,frequently,40,6,8,1993
male,16,walk/bicycle,,184,rarely,60,6,11,1705
female,12,public,,104,frequently,1041,2,11,1537
male,13,walk/bicycle,,152,never,10,1,4,1322
male,19,walk/bicycle,,189,frequently,24,3,22,2066
female,24,public,,213,very frequently,1825,7,15,2411
female,7,walk/bicycle,,145,frequently,89,7,12,1680
male,23,private,electric,119,rarely,4922,6,21,1959
male,10,public,,182,frequently,656,1,17,2035
male,10,public,,258,never,404,4,14,2321
male,11,walk/bicycle,,178,very frequently,41,1,3,2732
male,0,private,petrol,273,frequently,7482,1,23,4917
female,0,walk/bicycle,,152,rarely,22,1,14,936
female,2,public,,91,frequently,361,7,14,2131
male,7,public,,147,rarely,415,5,4,2089
male,7,public,,293,very frequently,975,4,13,2110
male,15,public,,291,very frequently,322,6,10,3481
male,8,walk/bicycle,,75,very frequently,58,7,2,2837
male,20,walk/bicycle,,142,frequently,54,3,10,2303
female,17,private,lpg,65,frequently,4677,1,10,2286
male,11,public,,158,rarely,375,3,11,1902
male,0,public,,274,frequently,1336,4,0,2181
male,13,walk/bicycle,,284,very frequently,5,4,21,3071
male,16,public,,236,rarely,538,6,8,3043
male,18,walk/bicycle,,235,rarely,32,6,22,1312
male,17,walk/bicycle,,275,very frequently,42,4,12,2836
female,1,walk/bicycle,,153,very frequently,72,4,20,2060
male,16,private,lpg,142,never,1584,2,13,2131
female,8,private,petrol,262,very frequently,9486,6,1,5480
female,23,public,,220,rarely,1515,4,13,1438
male,5,public,,83,rarely,1484,3,23,1922
female,1,private,electric,280,very frequently,8925,2,12,2148
female,11,private,lpg,287,very frequently,967,3,24,2383
female,23,public,,192,never,104,7,4,1304
female,2,walk/bicycle,,199,never,35,6,23,1619
male,14,private,lpg,166,frequently,6721,7,12,3563
female,8,public,,111,rarely,1117,4,10,1660
female,22,walk/bicycle,,245,rarely,62,3,17,1565
female,23,walk/bicycle,,241,never,14,1,12,1341
female,22,walk/bicycle,,290,frequently,34,4,2,1545
male,4,walk/bicycle,,298,frequently,87,1,18,1578
male,19,public,,285,rarely,559,6,15,1437
male,11,private,hybrid,255,rarely,7411,3,22,2698
male,21,walk/bicycle,,235,rarely,44,4,5,1718
female,17,walk/bicycle,,191,never,82,3,9,1511
female,23,private,electric,160,frequently,5406,7,0,2662
female,5,walk/bicycle,,192,never,8,1,6,1080
female,3,public,,245,frequently,454,3,9,1623
female,6,walk/bicycle,,110,never,19,1,19,666
male,17,walk/bicycle,,207,frequently,98,7,15,1726
male,14,walk/bicycle,,249,rarely,12,6,2,2095
female,1,private,electric,177,never,6721,7,8,1736
female,20,public,,284,rarely,33,1,7,1458
female,23,walk/bicycle,,216,never,59,7,0,1581
female,1,public,,198,very frequently,1801,2,22,2111
male,18,public,,89,very frequently,26,5,3,2932
female,10,private,electric,187,never,1117,5,7,1616
female,16,private,electric,151,very frequently,9102,7,17,2270
female,17,walk/bicycle,,186,never,23,7,20,1122
male,7,public,,96,rarely,388,6,2,1875
male,24,public,,75,very frequently,322,6,4,3239
female,1,walk/bicycle,,243,rarely,25,5,24,2180
female,20,private,hybrid,258,frequently,302,4,22,1778
male,2,walk/bicycle,,176,never,64,1,24,1664
female,5,public,,97,very frequently,676,7,2,3110
female,9,private,electric,122,frequently,1606,7,8,2338
male,4,public,,123,frequently,1715,6,10,2940
male,11,public,,140,very frequently,315,4,4,2442
male,19,public,,212,rarely,957,7,10,1688
female,16,walk/bicycle,,157,frequently,86,4,18,2178
female,6,walk/bicycle,,156,frequently,62,2,3,1453
male,19,walk/bicycle,,248,rarely,25,3,13,1663
female,10,walk/bicycle,,196,frequently,63,6,2,2214
female,12,public,,185,never,820,5,23,1113
female,13,walk/bicycle,,227,frequently,80,3,24,2248
male,7,walk/bicycle,,202,rarely,99,2,7,1170
male,20,private,hybrid,254,very frequently,6207,6,2,4281
male,11,private,lpg,104,never,1145,5,19,1861
male,22,walk/bicycle,,84,never,73,7,20,854
male,19,public,,118,rarely,492,3,8,1897
female,3,private,lpg,181,rarely,3718,7,6,2333
female,16,public,,156,never,74,6,15,2112
male,19,private,lpg,143,frequently,4465,7,3,3068
male,19,walk/bicycle,,204,never,37,2,13,1706
female,2,public,,231,frequently,613,2,24,1311
male,6,public,,285,very frequently,1950,6,11,4087
female,6,walk/bicycle,,188,very frequently,77,1,14,1983
male,6,private,lpg,253,rarely,3011,6,2,2627
female,13,public,,214,rarely,210,6,15,1514
male,6,walk/bicycle,,190,never,62,7,3,821
female,24,private,lpg,60,never,4772,6,18,2165
male,15,walk/bicycle,,259,very frequently,38,3,3,2654
male,12,private,diesel,85,rarely,5490,1,11,2893
male,22,private,hybrid,224,frequently,9501,3,8,4087
female,5,private,petrol,267,rarely,7032,1,11,3294
male,4,walk/bicycle,,143,very frequently,75,1,21,2113
female,23,walk/bicycle,,200,frequently,5,4,5,1653
male,12,walk/bicycle,,94,frequently,26,3,1,2466
male,20,walk/bicycle,,246,never,52,6,17,2019
male,2,private,petrol,283,never,8706,2,20,5025
male,9,public,,166,rarely,1114,5,24,1136
male,17,walk/bicycle,,113,very frequently,19,3,3,3123
male,10,private,electric,92,never,4981,4,16,1762
female,15,private,electric,289,frequently,3475,2,6,1632
male,22,public,,142,never,152,7,7,1591
female,6,private,lpg,219,never,8803,1,11,3067
male,5,private,electric,136,never,1774,3,17,1200
male,12,private,hybrid,101,very frequently,466,5,21,3670
male,1,walk/bicycle,,146,rarely,31,6,8,1884
male,14,public,,263,very frequently,1275,1,0,3596
female,6,private,electric,162,never,9765,2,21,830
male,23,walk/bicycle,,123,frequently,82,7,20,3048
female,1,private,electric,69,never,9197,7,11,721
female,24,private,electric,155,never,4519,6,8,1429
male,8,walk/bicycle,,54,very frequently,78,1,12,2503
female,4,private,electric,212,never,9413,1,2,1045
female,1,public,,111,never,266,6,21,1301
female,19,private,hybrid,267,frequently,2960,3,7,2538
female,13,public,,223,very frequently,622,4,12,2353
female,12,walk/bicycle,,170,frequently,23,6,10,2737
male,24,private,petrol,261,never,203,7,1,2069
male,23,walk/bicycle,,213,never,9,5,1,1882
female,3,walk/bicycle,,156,frequently,95,3,22,2078
male,19,private,petrol,78,rarely,6540,2,11,4549
female,15,walk/bicycle,,72,never,55,4,13,1293
female,7,walk/bicycle,,227,rarely,62,2,18,1687
female,13,walk/bicycle,,201,very frequently,33,7,11,3060
male,16,public,,221,frequently,1946,1,21,2131
female,15,public,,149,rarely,1736,3,15,1432
female,22,walk/bicycle,,250,frequently,44,2,19,1423
male,15,walk/bicycle,,68,rarely,80,5,15,1848
male,23,public,,54,rarely,16,2,11,1363
male,10,walk/bicycle,,235,never,66,7,21,1869
female,13,walk/bicycle,,160,never,76,2,13,854
female,19,public,,96,very frequently,1566,2,12,2512
male,6,private,hybrid,252,very frequently,5343,5,10,3585
female,17,private,hybrid,199,frequently,552,2,4,1476
male,17,private,diesel,134,frequently,8531,4,2,3793
female,1,public,,62,never,113,7,4,1184
male,11,private,lpg,71,never,819,6,13,1538
male,0,walk/bicycle,,78,never,58,7,20,2121
female,15,public,,255,very frequently,254,5,7,2573
female,18,public,,247,never,1485,4,18,1196
female,16,walk/bicycle,,221,never,35,5,3,1251
male,0,private,petrol,54,frequently,2800,1,11,2210
female,13,public,,206,rarely,192,2,17,674
female,21,walk/bicycle,,109,rarely,98,4,3,1348
male,24,private,diesel,165,rarely,8842,1,20,3355
female,9,public,,249,rarely,1506,6,13,2117
female,16,public,,180,rarely,1421,2,7,1434
female,17,private,diesel,139,rarely,433,2,4,1309
male,14,public,,259,very frequently,1134,6,22,2808
female,2,public,,234,very frequently,587,7,13,2565
female,6,private,lpg,172,rarely,5460,7,16,3048
male,9,private,lpg,203,rarely,3604,2,4,2602
male,4,public,,98,never,261,1,13,1308
male,23,walk/bicycle,,118,never,28,3,6,2017
male,13,public,,155,rarely,333,2,9,1604
female,17,public,,246,very frequently,242,3,17,2385
female,19,walk/bicycle,,157,frequently,78,4,14,2556
male,17,walk/bicycle,,222,very frequently,92,4,17,2680
male,18,private,diesel,153,very frequently,4865,3,6,4038
female,15,private,petrol,270,rarely,9881,4,14,5753
male,4,private,lpg,193,never,2716,5,4,2247
female,7,public,,207,never,1364,3,18,1130
female,1,public,,259,very frequently,971,2,15,2500
female,8,public,,227,never,1852,1,16,1571
female,19,public,,254,frequently,313,3,15,1916
female,17,walk/bicycle,,210,never,3,5,11,1514
male,0,public,,260,very frequently,373,1,13,2766
male,24,public,,231,frequently,273,6,9,2753
male,16,walk/bicycle,,161,rarely,60,2,1,1702
male,8,public,,264,never,1619,7,2,2180
female,15,walk/bicycle,,266,never,66,5,5,949
female,8,public,,88,very frequently,335,3,23,2812
male,20,walk/bicycle,,94,very frequently,98,6,13,2340
female,15,public,,231,rarely,1940,3,16,977
female,3,private,diesel,177,very frequently,7570,4,11,3634
male,16,walk/bicycle,,226,very frequently,71,1,12,2260
female,3,walk/bicycle,,264,never,97,3,18,1379
female,8,walk/bicycle,,64,very frequently,66,1,2,1833
male,14,private,lpg,223,rarely,7150,5,20,5432
female,11,public,,235,very frequently,389,4,19,2794
female,0,walk/bicycle,,224,never,28,7,11,1951
female,3,public,,64,never,380,2,0,1197
female,1,walk/bicycle,,95,never,90,1,16,907
male,11,walk/bicycle,,156,never,31,7,15,1874
female,21,private,hybrid,94,never,5680,5,5,1875
male,4,private,electric,178,very frequently,5935,1,20,2517
male,23,private,lpg,93,very frequently,3285,1,21,2935
male,21,walk/bicycle,,180,rarely,17,3,11,2647
female,15,private,hybrid,149,very frequently,8945,2,11,3223
male,23,walk/bicycle,,82,never,44,7,7,1699
female,23,walk/bicycle,,112,rarely,97,7,2,1374
female,10,private,electric,143,frequently,5696,1,17,1674
male,22,private,diesel,117,very frequently,7972,5,20,4789
female,11,private,diesel,229,frequently,4078,2,15,2800
male,12,public,,142,frequently,959,3,24,1196
male,4,private,electric,74,rarely,8348,5,1,1594
female,15,walk/bicycle,,95,never,80,2,4,974
female,19,public,,79,never,1340,1,9,1646
male,18,private,lpg,292,rarely,8761,2,16,4302
female,2,private,petrol,184,never,4676,1,13,1973
female,13,private,diesel,146,rarely,8950,6,24,3571
female,22,walk/bicycle,,96,frequently,43,6,18,1585
male,12,private,petrol,143,very frequently,2899,1,11,4367
male,0,walk/bicycle,,202,never,80,1,15,1620
female,2,walk/bicycle,,191,never,45,5,14,1043
male,19,private,lpg,52,very frequently,5848,7,21,4281
female,22,walk/bicycle,,284,frequently,87,1,24,1478
male,6,private,lpg,139,frequently,5750,5,18,4328
female,10,public,,281,rarely,521,6,5,1876
male,17,private,diesel,106,never,6188,5,18,2680
male,18,walk/bicycle,,281,frequently,51,5,18,1697
male,4,walk/bicycle,,132,never,58,2,1,974
female,21,public,,240,never,126,1,17,1148
female,2,private,diesel,181,very frequently,5501,1,20,3357
female,4,walk/bicycle,,64,frequently,64,3,0,1493
male,23,walk/bicycle,,272,never,46,2,17,1043
female,5,walk/bicycle,,260,frequently,10,4,22,1867
male,19,private,electric,74,very frequently,1744,3,22,3062
male,9,public,,102,rarely,884,5,20,1537
female,2,walk/bicycle,,113,never,36,5,3,999
female,0,public,,202,very frequently,1292,3,11,2013
female,15,public,,139,rarely,577,5,21,1685
female,19,walk/bicycle,,188,frequently,83,2,21,1665
female,9,walk/bicycle,,182,very frequently,62,7,15,2588
female,10,walk/bicycle,,153,never,91,4,24,657
male,9,private,electric,121,frequently,6403,7,1,1696
female,10,walk/bicycle,,81,frequently,8,5,24,1363
female,6,walk/bicycle,,167,rarely,72,7,7,1135
female,20,public,,181,rarely,507,7,22,1442
female,24,public,,147,very frequently,220,3,8,2103
male,4,private,lpg,64,frequently,3178,4,19,2912
female,20,private,hybrid,168,never,4845,5,1,2220
female,19,public,,73,frequently,1363,2,16,1907
female,14,walk/bicycle,,70,rarely,14,4,7,1546
female,22,public,,286,very frequently,942,4,24,2264
female,24,private,hybrid,106,very frequently,3894,4,4,2619
female,22,walk/bicycle,,140,never,70,5,23,846
female,13,private,hybrid,250,never,1277,7,0,1310
female,24,private,diesel,109,very frequently,6122,5,15,3769
female,4,private,diesel,220,rarely,8192,4,21,2774
female,0,private,hybrid,128,rarely,7242,2,7,1758
male,6,walk/bicycle,,238,frequently,62,3,4,1694
male,20,walk/bicycle,,183,very frequently,71,4,14,3181
male,4,public,,128,frequently,1576,1,12,1074
female,9,private,lpg,271,frequently,7899,2,12,3888
male,0,walk/bicycle,,133,frequently,20,2,21,1763
female,7,public,,204,never,1634,6,24,1092
female,14,private,electric,258,frequently,5074,7,17,1915
male,7,public,,108,never,780,2,18,1256
male,23,public,,144,rarely,149,6,9,2087
female,22,walk/bicycle,,284,rarely,35,1,6,998
male,22,walk/bicycle,,109,very frequently,84,4,13,2600
female,13,public,,128,rarely,375,4,13,965
male,10,private,hybrid,61,rarely,4861,7,7,2221
male,0,walk/bicycle,,179,never,75,6,1,2231
male,23,public,,275,rarely,404,2,4,1674
male,18,walk/bicycle,,118,rarely,44,1,3,1111
female,3,private,lpg,208,very frequently,7731,7,17,5541
male,3,walk/bicycle,,279,rarely,85,2,18,1466
male,21,public,,83,never,1080,3,23,1048
male,15,walk/bicycle,,151,never,3,4,16,769
male,18,walk/bicycle,,278,rarely,17,6,18,2167
male,23,walk/bicycle,,215,rarely,14,5,10,2114
male,4,public,,93,rarely,1081,6,16,1563
female,9,public,,270,never,1319,3,4,1367
female,11,private,diesel,173,frequently,7069,5,0,3698
female,15,walk/bicycle,,210,frequently,84,5,3,2491
male,15,private,electric,141,frequently,5375,3,3,2285
male,9,public,,249,very frequently,363,1,11,2084
female,21,private,diesel,139,rarely,8425,4,20,3277
male,6,walk/bicycle,,222,rarely,42,2,6,1647
female,21,walk/bicycle,,91,rarely,55,2,24,1036
male,6,walk/bicycle,,144,rarely,87,1,1,1084
male,21,public,,229,rarely,401,1,20,1756
female,19,walk/bicycle,,238,very frequently,98,3,2,2345
male,1,walk/bicycle,,277,never,98,5,2,1986
female,11,walk/bicycle,,129,frequently,82,7,17,1993
female,7,walk/bicycle,,293,frequently,14,2,13,2158
male,2,walk/bicycle,,263,frequently,14,1,7,1692
male,10,walk/bicycle,,62,frequently,29,3,20,2676
male,0,private,diesel,146,frequently,1851,5,20,2765
male,12,public,,212,rarely,225,2,21,1469
female,20,public,,274,rarely,1651,3,9,1348
male,21,walk/bicycle,,215,very frequently,47,6,2,4191
female,0,walk/bicycle,,89,never,9,7,23,1359
male,21,walk/bicycle,,54,never,69,5,12,1026
male,16,private,diesel,124,frequently,5746,7,24,2809
male,4,private,lpg,70,frequently,8498,3,21,4010
male,10,walk/bicycle,,218,rarely,71,1,22,1319
female,21,public,,241,frequently,1157,5,5,1573
male,8,walk/bicycle,,151,frequently,87,7,7,2397
female,17,public,,165,frequently,603,4,17,2235
female,5,private,lpg,223,never,2472,1,18,1498
male,4,public,,200,very frequently,105,5,20,2525
male,9,private,hybrid,237,frequently,8048,4,14,3440
female,22,private,lpg,118,frequently,9984,3,14,5254
female,18,walk/bicycle,,116,very frequently,57,4,20,2589
male,1,public,,234,very frequently,1262,3,7,2438
male,14,public,,100,frequently,1759,6,4,2113
male,23,public,,56,frequently,1832,6,18,2177
male,0,private,petrol,224,rarely,6150,5,21,4105
female,15,walk/bicycle,,186,frequently,52,2,17,2016
male,7,public,,102,never,1975,6,7,1630
female,6,private,hybrid,123,never,9480,7,8,2768
male,13,private,electric,79,frequently,7960,1,14,1989
female,19,public,,266,frequently,1936,4,19,2190
male,20,walk/bicycle,,162,never,66,1,15,1585
female,2,walk/bicycle,,296,frequently,95,5,16,1335
female,12,walk/bicycle,,207,rarely,75,7,6,2473
female,23,walk/bicycle,,154,frequently,45,2,7,1807
male,23,walk/bicycle,,186,frequently,96,6,4,2461
male,15,public,,248,frequently,20,2,17,1721
male,10,public,,148,never,477,5,23,1377
female,16,walk/bicycle,,265,very frequently,71,5,24,2007
female,8,public,,224,never,323,1,18,817
male,23,private,electric,270,very frequently,8677,1,18,3116
male,17,private,lpg,93,never,4020,6,12,3582
male,3,public,,218,rarely,1265,1,24,1626
female,22,walk/bicycle,,264,frequently,99,5,5,1918
female,7,public,,297,rarely,705,6,5,1690
male,17,public,,292,frequently,1861,3,11,1887
male,22,walk/bicycle,,170,very frequently,54,5,18,3722
male,19,walk/bicycle,,228,frequently,88,6,24,2827
male,4,public,,131,frequently,1032,6,13,2487
male,20,private,electric,59,never,7192,2,10,1194
male,2,walk/bicycle,,252,frequently,39,2,19,1727
female,7,public,,59,rarely,711,3,19,1706
male,1,private,hybrid,69,very frequently,6761,6,12,4352
female,20,walk/bicycle,,179,frequently,29,5,10,1643
female,15,public,,230,very frequently,112,1,20,2666
male,6,public,,290,rarely,836,4,20,1797
male,19,walk/bicycle,,248,very frequently,75,5,18,2736
male,20,walk/bicycle,,284,never,42,6,6,1855
male,23,private,hybrid,272,never,160,6,4,1775
female,11,public,,170,never,306,7,21,1323
male,6,public,,67,very frequently,1447,2,6,2768
female,11,private,petrol,155,frequently,5305,3,6,3511
female,2,private,electric,231,frequently,3335,7,20,2230
female,8,walk/bicycle,,149,very frequently,86,6,23,2656
female,22,private,hybrid,232,rarely,8700,1,2,2472
female,7,walk/bicycle,,268,rarely,68,2,6,1061
